"role";"actorname";"actorimdb";"titlename";"titleimdb"
"Thor";"Chris Hemsworth";"https://www.imdb.com/name/nm1165110";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Loki";"Tom Hiddleston";"https://www.imdb.com/name/nm1089991";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Hela";"Cate Blanchett";"https://www.imdb.com/name/nm0000949";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Heimdall";"Idris Elba";"https://www.imdb.com/name/nm0252961";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Grandmaster";"Jeff Goldblum";"https://www.imdb.com/name/nm0000156";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Valkyrie";"Tessa Thompson";"https://www.imdb.com/name/nm1935086";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Skurge";"Karl Urban";"https://www.imdb.com/name/nm0881631";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Bruce Banner / Hulk";"Mark Ruffalo";"https://www.imdb.com/name/nm0749263";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Odin";"Anthony Hopkins";"https://www.imdb.com/name/nm0000164";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Doctor Strange";"Benedict Cumberbatch";"https://www.imdb.com/name/nm1212722";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Korg (voice)";"Taika Waititi";"https://www.imdb.com/name/nm0169806";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Topaz";"Rachel House";"https://www.imdb.com/name/nm1344302";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Surtur (voice)";"Clancy Brown";"https://www.imdb.com/name/nm0000317";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Hogun";"Tadanobu Asano";"https://www.imdb.com/name/nm0038355";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Volstagg";"Ray Stevenson";"https://www.imdb.com/name/nm0829032";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Fandral";"Zachary Levi";"https://www.imdb.com/name/nm1157048";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Asgardian Date #1";"Georgia Blizzard";"https://www.imdb.com/name/nm5126360";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Asgardian Date #2";"Amali Golden";"https://www.imdb.com/name/nm1690855";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Actor Thor";"Luke Hemsworth";"https://www.imdb.com/name/nm1292661";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Actor Odin";"Sam Neill";"https://www.imdb.com/name/nm0000554";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Actor Sif";"Charlotte Nicdao";"https://www.imdb.com/name/nm1787506";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Odin's Assistant (as Ashley Ricardo)";"Ash Ricardo";"https://www.imdb.com/name/nm2694682";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"College Girl #1";"Shalom Brune-Franklin";"https://www.imdb.com/name/nm5647934";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"College Girl #2";"Taylor Hemsworth";"https://www.imdb.com/name/nm6273186";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Lead Scrapper";"Cohen Holloway";"https://www.imdb.com/name/nm1959207";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Golden Lady #1 (as Alia Seror O'Neil)";"Alia Seror-O'Neill";"https://www.imdb.com/name/nm6844615";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Golden Lady #2";"Sophia Laryea";"https://www.imdb.com/name/nm9353954";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Cousin Carlo";"Steven Oliver";"https://www.imdb.com/name/nm6460320";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Beerbot 5000";"Hamish Parkinson";"https://www.imdb.com/name/nm3312641";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Warden";"Jasper Bagg";"https://www.imdb.com/name/nm0046591";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Asgardian Daughter";"Sky Castanho";"https://www.imdb.com/name/nm9353956";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Asgardian Mother";"Shari Sebbens";"https://www.imdb.com/name/nm3996908";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Asgardian Uncle";"Richard Green";"https://www.imdb.com/name/nm9353957";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Asgardian Son";"Sol Castanho";"https://www.imdb.com/name/nm9353958";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Valkyrie Sister #1";"Jet Tranter";"https://www.imdb.com/name/nm7031512";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Valkyrie Sister #2";"Samantha Hopper";"https://www.imdb.com/name/nm9353959";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Asgardian Woman";"Eloise Winestock";"https://www.imdb.com/name/nm3504152";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Asgardian Man";"Rob Mayes";"https://www.imdb.com/name/nm2373827";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Sakaaran Citizen (uncredited)";"Jordan Abbey-Young";"https://www.imdb.com/name/nm9053405";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Indra (uncredited)";"Bashir Ally";"https://www.imdb.com/name/nm5841691";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Sakarian Citizen (uncredited)";"Martin Sta Ana";"https://www.imdb.com/name/nm7712113";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Asgardian (uncredited)";"Andrew";"https://www.imdb.com/name/nm8937267";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"NYPD Officer (uncredited)";"Brenton Ashe";"https://www.imdb.com/name/nm6958305";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Asgardian / NY Passer-By (uncredited)";"David James Austin";"https://www.imdb.com/name/nm7701671";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Asgardian (uncredited)";"Sydney Shea Barker";"https://www.imdb.com/name/nm5705297";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"GM Pilot (uncredited)";"Donnie Baxter";"https://www.imdb.com/name/nm7490971";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Sakaaran Citizen (uncredited)";"Lexy Bernardo";"https://www.imdb.com/name/nm6280480";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Sakaaran (uncredited)";"Hunter Stratton Boland";"https://www.imdb.com/name/nm5458958";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Actor Jane Foster (uncredited)";"Gabby Carbon";"https://www.imdb.com/name/nm5714605";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Grandmaster VIP (uncredited)";"Greta Carew-Johns";"https://www.imdb.com/name/nm7824205";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Asgardian (uncredited)";"Jo Christiaans";"https://www.imdb.com/name/nm3916488";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Asgardian Girl (uncredited)";"Brodie Cornish";"https://www.imdb.com/name/nm6750622";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Asgardian Patron #2 (uncredited)";"Jacob Crawford";"https://www.imdb.com/name/nm3090931";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Actor Loki (uncredited)";"Matt Damon";"https://www.imdb.com/name/nm0000354";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Asgardian (uncredited)";"Melissa Dawe";"https://www.imdb.com/name/nm8359959";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Asgardian (uncredited)";"Suzanne Dervish-Ali";"https://www.imdb.com/name/nm2445165";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Asgardian Boy (uncredited)";"Liam Hop Yek Dodds";"https://www.imdb.com/name/nm8345609";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Asgardian (uncredited)";"Brittany Dugan";"https://www.imdb.com/name/nm8941030";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"New York City Passerby (uncredited)";"Sasha Dulics";"https://www.imdb.com/name/nm8173819";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Asgardian (uncredited)";"Aimee Duroux";"https://www.imdb.com/name/nm5934380";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Asgardian Noble (uncredited)";"Simon Durrell";"https://www.imdb.com/name/nm9602653";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
"Asgardian (uncredited)";"Shinaed Evans";"https://www.imdb.com/name/nm9457361";"Thor: Ragnarok";"https://www.imdb.com/title/tt3501632"
