"role","actorname","actorimdb","titlename","titleimdb"
"Christine Everhart 7 episodes, 2015-2016","Leslie Bibb","https://www.imdb.com/name/nm0004753","WHIH News Front","https://www.imdb.com/title/tt5296048"
"Will Adams 5 episodes, 2016","Al Madrigal","https://www.imdb.com/name/nm1371339","WHIH News Front","https://www.imdb.com/title/tt5296048"
"Scott Lang 2 episodes, 2015","Paul Rudd","https://www.imdb.com/name/nm0748620","WHIH News Front","https://www.imdb.com/title/tt5296048"
"President Ellis 2 episodes, 2016","William Sadler","https://www.imdb.com/name/nm0006669","WHIH News Front","https://www.imdb.com/title/tt5296048"
"Himself 1 episode, 2015","James Roundell","https://www.imdb.com/name/nm6232940","WHIH News Front","https://www.imdb.com/title/tt5296048"
"Darren Cross 1 episode, 2015","Corey Stoll","https://www.imdb.com/name/nm1015684","WHIH News Front","https://www.imdb.com/title/tt5296048"
