"role","actorname","actorimdb","titlename","titleimdb"
"Thor","Chris Hemsworth","https://www.imdb.com/name/nm1165110","Thor","https://www.imdb.com/title/tt0800369"
"Jane Foster","Natalie Portman","https://www.imdb.com/name/nm0000204","Thor","https://www.imdb.com/title/tt0800369"
"Loki","Tom Hiddleston","https://www.imdb.com/name/nm1089991","Thor","https://www.imdb.com/title/tt0800369"
"Odin","Anthony Hopkins","https://www.imdb.com/name/nm0000164","Thor","https://www.imdb.com/title/tt0800369"
"Erik Selvig","Stellan Skarsgård","https://www.imdb.com/name/nm0001745","Thor","https://www.imdb.com/title/tt0800369"
"Darcy Lewis","Kat Dennings","https://www.imdb.com/name/nm0993507","Thor","https://www.imdb.com/title/tt0800369"
"Agent Coulson","Clark Gregg","https://www.imdb.com/name/nm0163988","Thor","https://www.imdb.com/title/tt0800369"
"King Laufey","Colm Feore","https://www.imdb.com/name/nm0272173","Thor","https://www.imdb.com/title/tt0800369"
"Heimdall","Idris Elba","https://www.imdb.com/name/nm0252961","Thor","https://www.imdb.com/title/tt0800369"
"Volstagg","Ray Stevenson","https://www.imdb.com/name/nm0829032","Thor","https://www.imdb.com/title/tt0800369"
"Hogun","Tadanobu Asano","https://www.imdb.com/name/nm0038355","Thor","https://www.imdb.com/title/tt0800369"
"Fandral","Josh Dallas","https://www.imdb.com/name/nm2796047","Thor","https://www.imdb.com/title/tt0800369"
"Sif","Jaimie Alexander","https://www.imdb.com/name/nm1526352","Thor","https://www.imdb.com/title/tt0800369"
"Frigga","Rene Russo","https://www.imdb.com/name/nm0000623","Thor","https://www.imdb.com/title/tt0800369"
"Isabela Alvarez","Adriana Barraza","https://www.imdb.com/name/nm0056770","Thor","https://www.imdb.com/title/tt0800369"
"Agent Sitwell (as Maximiliano Hernandez)","Maximiliano Hernández","https://www.imdb.com/name/nm0380073","Thor","https://www.imdb.com/title/tt0800369"
"Frost Giant Captain","Richard Cetrone","https://www.imdb.com/name/nm0149150","Thor","https://www.imdb.com/title/tt0800369"
"Frost Giant Sentry (as Darren Kendrick)","Darren Kendrik","https://www.imdb.com/name/nm2113117","Thor","https://www.imdb.com/title/tt0800369"
"Frost Giant Hailstrum","Josh Coxx","https://www.imdb.com/name/nm0185104","Thor","https://www.imdb.com/title/tt0800369"
"Frost Giant Brute (as Justice Jesse Smith)","Justice Smith","https://www.imdb.com/name/nm1191095","Thor","https://www.imdb.com/title/tt0800369"
"Frost Giant Grundroth","Joseph Gatt","https://www.imdb.com/name/nm1395532","Thor","https://www.imdb.com/title/tt0800369"
"Frost Giant Raze","Luke Massy","https://www.imdb.com/name/nm0557567","Thor","https://www.imdb.com/title/tt0800369"
"Einherjar Guard (as Matthew Ducey)","Matt Ducey","https://www.imdb.com/name/nm0239771","Thor","https://www.imdb.com/title/tt0800369"
