"role";"actorname";"actorimdb";"titlename";"titleimdb"
"Mean Guard";"Spencer Wilding";"https://www.imdb.com/name/nm1872855";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Sad Woman with Horns";"Alison Lintott";"https://www.imdb.com/name/nm0513245";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Moloka Dar";"Alexis Rodney";"https://www.imdb.com/name/nm0734926";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Monstrous Inmate (voice)";"Nathan Fillion";"https://www.imdb.com/name/nm0277213";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Mottled Prisoner";"Keeley Forsyth";"https://www.imdb.com/name/nm0287055";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Burly Prisoner";"Frank Gilhooley";"https://www.imdb.com/name/nm1888295";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"The Other";"Alexis Denisof";"https://www.imdb.com/name/nm0219206";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Watchtower Guard";"Enzo Cilenti";"https://www.imdb.com/name/nm0162281";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"One Legged Prisoner";"Richard Katz";"https://www.imdb.com/name/nm1050820";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Rifle Guard";"Enoch Frost";"https://www.imdb.com/name/nm0296492";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"'Drop the Leg' Guard";"Ronan Summers";"https://www.imdb.com/name/nm2788751";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Carina";"Ophelia Lovibond";"https://www.imdb.com/name/nm1166041";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Tortured Pink Girl";"Laura Ortiz";"https://www.imdb.com/name/nm1925026";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Pit Boss";"Marama Corlett";"https://www.imdb.com/name/nm3744128";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Lady of the Boot of Jemiah";"Rosie Jones";"https://www.imdb.com/name/nm4915972";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Lady of the Boot of Jemiah";"Abidemi Sobande";"https://www.imdb.com/name/nm5955067";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Lady of the Boot of Jemiah";"Alex Rose";"https://www.imdb.com/name/nm6651911";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Lady of the Boot of Jemiah";"Ekaterina Zalitko";"https://www.imdb.com/name/nm4417976";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Lady of the Boot of Jemiah";"Emily Redding";"https://www.imdb.com/name/nm6651912";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Cosmo the Space Dog";"Fred";"https://www.imdb.com/name/nm6646271";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Knowhere Dispatcher";"Stephen Blackehart";"https://www.imdb.com/name/nm0002888";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Sad Krylorian Girl";"Jennifer Moylan-Taylor";"https://www.imdb.com/name/nm3884965";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"One-Eyed Ravager";"Bruce Mackinnon";"https://www.imdb.com/name/nm1377178";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Ravager Pilot";"Ralph Ineson";"https://www.imdb.com/name/nm0408591";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Ravager Navigator (voice)";"Rob Zombie";"https://www.imdb.com/name/nm0957772";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Nova Centurion";"Naomi Ryan";"https://www.imdb.com/name/nm0751357";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Nova Starblaster Pilot";"John Brotherton";"https://www.imdb.com/name/nm1383586";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Alien Nova Pilot";"Graham Shiels";"https://www.imdb.com/name/nm1466049";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Maskless Sakaaran / Dancing Groot / Sakaarans";"James Gunn";"https://www.imdb.com/name/nm0348181";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Maskless Sakaaran";"Douglas Robson";"https://www.imdb.com/name/nm4385308";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Corpsman Dey's Wife";"Rachel Cullen";"https://www.imdb.com/name/nm1754259";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Corpsman Dey's Daughter";"Isabella Poynton";"https://www.imdb.com/name/nm6651948";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Corpsman Dey's Daughter";"Imogen Poynton";"https://www.imdb.com/name/nm6651949";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Goth Ravager";"David Yarovesky";"https://www.imdb.com/name/nm0946521";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Crying Xandarian Citizen";"Miriam Lucia";"https://www.imdb.com/name/nm1489831";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Ravager (uncredited)";"Raed Abbas";"https://www.imdb.com/name/nm3877899";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Nova Corps Soldier / Policeman (uncredited)";"Adrian Allan";"https://www.imdb.com/name/nm4918369";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Traveller (uncredited)";"Freddie Andrews";"https://www.imdb.com/name/nm4925210";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Nova Corps Millennian (uncredited)";"Habib Anibaba";"https://www.imdb.com/name/nm4781237";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Kyln Prisoner (uncredited)";"Jozef Aoki";"https://www.imdb.com/name/nm4797671";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Prisoner (uncredited)";"Eddie Bammeke";"https://www.imdb.com/name/nm3703061";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Prisoner (uncredited)";"Helen Banks";"https://www.imdb.com/name/nm6157670";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Ravager Pilot (uncredited)";"Tyler Bates";"https://www.imdb.com/name/nm0061045";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Exolon Monk (uncredited)";"Richard Blenkiron";"https://www.imdb.com/name/nm7303252";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Knowhere Miner (uncredited)";"David Booth";"https://www.imdb.com/name/nm7750900";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Thanos (uncredited)";"Josh Brolin";"https://www.imdb.com/name/nm0000982";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Beautiful Alien (uncredited)";"Joanna Chamberlain";"https://www.imdb.com/name/nm5787760";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Morag Citizen (uncredited)";"Bern Collaço";"https://www.imdb.com/name/nm0171625";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Prisoner (uncredited)";"Rowan Cox";"https://www.imdb.com/name/nm5673630";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Prisoner (uncredited)";"Alysson Da Silva";"https://www.imdb.com/name/nm5811649";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Peter Quill's Aunt (uncredited)";"Marianna Dean";"https://www.imdb.com/name/nm7716188";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Nova Guard (uncredited)";"Wayne Devlin";"https://www.imdb.com/name/nm6518832";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Xandarian Alien (uncredited)";"Simara Dixon";"https://www.imdb.com/name/nm6531830";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Xander (uncredited)";"Jadey Duffield";"https://www.imdb.com/name/nm5891881";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Flocks Alien Prisoner (uncredited)";"Barny DuPlessis";"https://www.imdb.com/name/nm6403766";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Knowhere Planet Miner (uncredited)";"R.P. Edwards";"https://www.imdb.com/name/nm6127265";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Prisoner (uncredited)";"Mark Falvo";"https://www.imdb.com/name/nm5241466";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Alien Prisoner (uncredited)";"Kristen Fick";"https://www.imdb.com/name/nm2500965";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Groot's Flower Girl (uncredited)";"Gracie Fitch";"https://www.imdb.com/name/nm3150036";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Hospital Visitor (uncredited)";"Melissa Galloway";"https://www.imdb.com/name/nm6191020";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Xandar Traveller (uncredited)";"Alex Gillison";"https://www.imdb.com/name/nm6154708";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Citizen of Xandar (uncredited)";"Sophie Gooding";"https://www.imdb.com/name/nm4813115";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Crane Operator (uncredited)";"Henry Goodrich";"https://www.imdb.com/name/nm6777273";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Howard the Duck (voice) (uncredited)";"Seth Green";"https://www.imdb.com/name/nm0001293";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Kallulian Kyln Prisoner (uncredited)";"Victoria Gugenheim";"https://www.imdb.com/name/nm6749615";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Prisoner / Sakaarans (uncredited)";"Simon Hatt";"https://www.imdb.com/name/nm4660464";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Alien Prisoner (uncredited)";"Leigh Holland";"https://www.imdb.com/name/nm5589321";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Prisoner (uncredited)";"Pete Buzzsaw Holland";"https://www.imdb.com/name/nm6072829";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Exolon Monk (uncredited)";"Lee Edward Jones";"https://www.imdb.com/name/nm4827492";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Prisoner (uncredited)";"Lloyd Kaufman";"https://www.imdb.com/name/nm0442207";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Sakaarans (voice) (uncredited)";"Jonathan Lipow";"https://www.imdb.com/name/nm1517800";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Prisoner (uncredited)";"Matt Lott";"https://www.imdb.com/name/nm6689858";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Prison Alien (uncredited)";"Matthew David McCarthy";"https://www.imdb.com/name/nm3717498";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Prisoner (uncredited)";"Stephen McDade";"https://www.imdb.com/name/nm5387921";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Xandar Resident (uncredited)";"Erica Melargo";"https://www.imdb.com/name/nm7155069";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Nova Corps Officer (uncredited)";"Serhat Metin";"https://www.imdb.com/name/nm5895691";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Exolon Monk (uncredited)";"Georgiana Mihai";"https://www.imdb.com/name/nm6623235";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Exolon Monk (uncredited)";"Sandeep Mohan";"https://www.imdb.com/name/nm8074647";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Neo Nazi Prisoner (uncredited)";"Nigel Murfitt";"https://www.imdb.com/name/nm6676357";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Nowhere Planet Miner (uncredited)";"Emeson Nwolie";"https://www.imdb.com/name/nm5619937";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Rocket Racoon Facial Reference (uncredited)";"Oreo";"https://www.imdb.com/name/nm7954927";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Nova Worker - Yellow Alien (uncredited)";"Louise Port";"https://www.imdb.com/name/nm5306439";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Miner (uncredited)";"Joseph Quartson";"https://www.imdb.com/name/nm7494202";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Prison Guard (uncredited)";"Diezel Ramos";"https://www.imdb.com/name/nm4516095";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Alien 1 (uncredited)";"Deborah Rosan";"https://www.imdb.com/name/nm4714579";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Prison Guard (uncredited)";"Gordon Round";"https://www.imdb.com/name/nm2461842";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Kyln Prisoner (uncredited)";"Steve Saunders";"https://www.imdb.com/name/nm6847003";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Alien prisoner (uncredited)";"Andrew Scott-Marshall";"https://www.imdb.com/name/nm8144507";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Prisoner (uncredited)";"Julian Seager";"https://www.imdb.com/name/nm4788909";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Kyln Prisoner (uncredited)";"Clem So";"https://www.imdb.com/name/nm6680316";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Xandar Resident (uncredited)";"Adrian South";"https://www.imdb.com/name/nm1713109";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Holographic Dog (uncredited)";"Wesley Von Spears";"https://www.imdb.com/name/nm1728094";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Alien (uncredited)";"Paul Warren";"https://www.imdb.com/name/nm2339366";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
"Female Prison Guard (uncredited)";"Tatiana Zarubova";"https://www.imdb.com/name/nm6520646";"Guardians of the Galaxy";"https://www.imdb.com/title/tt2015381"
