"role";"actorname";"actorimdb";"titlename";"titleimdb"
"Black Bolt 8 episodes, 2017";"Anson Mount";"https://www.imdb.com/name/nm0609845";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Medusa 8 episodes, 2017";"Serinda Swan";"https://www.imdb.com/name/nm2100657";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Karnak 8 episodes, 2017";"Ken Leung";"https://www.imdb.com/name/nm0504962";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Gorgon 8 episodes, 2017";"Eme Ikwuakor";"https://www.imdb.com/name/nm2726710";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Crystal 8 episodes, 2017";"Isabelle Cornish";"https://www.imdb.com/name/nm4498368";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Louise 8 episodes, 2017";"Ellen Woglom";"https://www.imdb.com/name/nm1957978";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Maximus 8 episodes, 2017";"Iwan Rheon";"https://www.imdb.com/name/nm3701064";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Auran 8 episodes, 2017";"Sonya Balmores";"https://www.imdb.com/name/nm1763040";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Dr. Evan Declan 6 episodes, 2017";"Henry Ian Cusick";"https://www.imdb.com/name/nm0193738";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Bronaja 6 episodes, 2017";"Ari Dalbert";"https://www.imdb.com/name/nm4726843";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Flora 6 episodes, 2017";"Krista Alvarez";"https://www.imdb.com/name/nm6976481";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Loyolis 5 episodes, 2017";"Aaron Hendry";"https://www.imdb.com/name/nm0376909";"Inhumans";"https://www.imdb.com/title/tt4154858"
"King Agon 5 episodes, 2017";"Michael Buie";"https://www.imdb.com/name/nm0119633";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Kitang 4 episodes, 2017";"Marco Rodríguez";"https://www.imdb.com/name/nm0735424";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Sammy 4 episodes, 2017";"Faleolo Alailima";"https://www.imdb.com/name/nm1330008";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Mordis 4 episodes, 2017";"Bridger Zadina";"https://www.imdb.com/name/nm2940293";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Queen Rynda 4 episodes, 2017";"Tanya Clarke";"https://www.imdb.com/name/nm1092540";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Tibor 4 episodes, 2017";"Ptolemy Slocum";"https://www.imdb.com/name/nm1784872";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Young Black Bolt 4 episodes, 2017";"Lofton Shaw";"https://www.imdb.com/name/nm7216709";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Dave 4 episodes, 2017";"Chad James Buchanan";"https://www.imdb.com/name/nm4989141";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Triton 3 episodes, 2017";"Mike Moh";"https://www.imdb.com/name/nm2538735";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Holo 3 episodes, 2017";"Ty Quiamboa";"https://www.imdb.com/name/nm8121376";"Inhumans";"https://www.imdb.com/title/tt4154858"
"George Ashland 3 episodes, 2017";"Tom Wright";"https://www.imdb.com/name/nm0942875";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Jen 3 episodes, 2017";"Jamie Gray Hyder";"https://www.imdb.com/name/nm3857926";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Reno 3 episodes, 2017";"Michael Trotter";"https://www.imdb.com/name/nm2043171";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Audrey 3 episodes, 2017";"Liv Hewson";"https://www.imdb.com/name/nm5735148";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Eldrac 3 episodes, 2017";"Moses Goods";"https://www.imdb.com/name/nm1727311";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Locus 3 episodes, 2017";"Sumire";"https://www.imdb.com/name/nm3006355";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Young Medusa 3 episodes, 2017";"V.I.P.";"https://www.imdb.com/name/nm4830088";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Serene Inhuman 3 episodes, 2017";"Miriam Lucien";"https://www.imdb.com/name/nm9324661";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Makani 3 episodes, 2017";"Kala Alexander";"https://www.imdb.com/name/nm1156827";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Pablo 3 episodes, 2017";"Albert Ueligitone";"https://www.imdb.com/name/nm5354604";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Sakas 3 episodes, 2017";"Matt Perfetuo";"https://www.imdb.com/name/nm3941259";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Assistant 3 episodes, 2017";"Joseph Kingsley";"https://www.imdb.com/name/nm5673216";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Iridia 3 episodes, 2017";"Andra Nechita";"https://www.imdb.com/name/nm3878124";"Inhumans";"https://www.imdb.com/title/tt4154858"
"New Inhuman 2 episodes, 2017";"Nicola Peltz";"https://www.imdb.com/name/nm2443758";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Paripan 2 episodes, 2017";"Stephanie Anne Lewis";"https://www.imdb.com/name/nm4156428";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Royal Guard Sergeant 2 episodes, 2017";"Jason Lee Hoy";"https://www.imdb.com/name/nm7615348";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Young Maximus 2 episodes, 2017";"Aidan Fiske";"https://www.imdb.com/name/nm4918607";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Rebel Leader 2 episodes, 2017";"Lee Minh Topping";"https://www.imdb.com/name/nm4757324";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Pulsus 2 episodes, 2017";"Jason Quinn";"https://www.imdb.com/name/nm1022922";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Ted 2 episodes, 2017";"Jeff Juett";"https://www.imdb.com/name/nm6028520";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Genetic Member #1 2 episodes, 2017";"Deborah Glazier";"https://www.imdb.com/name/nm7274574";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Cowboy 1 episode, 2017";"Dan Cooke";"https://www.imdb.com/name/nm5047657";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Tourist Husband 1 episode, 2017";"Nolan Hong";"https://www.imdb.com/name/nm2873645";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Lead Mercenary 1 episode, 2017";"Garret Sato";"https://www.imdb.com/name/nm0756830";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Outspoken Inhuman 1 episode, 2017";"Allan Cole";"https://www.imdb.com/name/nm0170426";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Royal Guard 1 episode, 2017";"Wolf Lee Counsel";"https://www.imdb.com/name/nm8063356";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Cabbie 1 episode, 2017";"Blake Lebenz";"https://www.imdb.com/name/nm4206953";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Tua 1 episode, 2017";"Mark Medeiros";"https://www.imdb.com/name/nm8026977";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Policeman 1 episode, 2017";"Devon Nekoba";"https://www.imdb.com/name/nm5039221";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Clerk 1 episode, 2017";"Tani Fujimoto-Kim";"https://www.imdb.com/name/nm8531830";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Police Officer 1 episode, 2017";"Rick Agan";"https://www.imdb.com/name/nm5376020";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Gangster 1 episode, 2017";"Guy Pere";"https://www.imdb.com/name/nm2576587";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Police Lietenant 1 episode, 2017";"Lopaka Kapanui";"https://www.imdb.com/name/nm4858179";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Rivera 1 episode, 2017";"John-Patrick Driscoll";"https://www.imdb.com/name/nm3221873";"Inhumans";"https://www.imdb.com/title/tt4154858"
"Doudan 1 episode, 2017";"Steve Trzaska";"https://www.imdb.com/name/nm3327593";"Inhumans";"https://www.imdb.com/title/tt4154858"
